NOME FANTASIA,RAZÃO SOCIAL,CNPJ,TIPO,ATIVIDADE,NATUREZA JURÍDICA,PORTE,FATURAMENTO,CAPITAL SOCIAL,QUANT. FUNC.,DATA ABERT.,SÓCIOS,TELEFONE,EMAIL,CIDADE,ESTADO,BAIRRO,CEP,LOGRADOURO,NÚMERO,LOCATION,Lat,Lng,km.res$cluster
Ima ServiÇos De GestÃo De Imagem E Marketing Ltda - Epp,Ima ServiÇos De GestÃo De Imagem E Marketing Ltda - Epp,09.223.519/0001-03,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,20 à 49,29/11/2007,Não informado,Não informado,Não informado,João Pessoa,PB,Tambauzinho,58.042-060,Rua Deputado Geraldo Mariz,S/N,"Rua Deputado Geraldo Mariz, João Pessoa - PB",-7.1210235,-34.8420476,4
Social.Id Gestao Em Midias Sociais,Luciano Marques De Macedo,19.561.936/0001-10,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,"R$10,000.00",Não informado,1/21/2014,Não informado,(83) 98822-8003,Não informado,João Pessoa,PB,Manaíra,58.038-440,Rua Francisco De Assis Frade,150,"Rua Francisco De Assis Frade, João Pessoa - PB",-7.0983759,-34.8407635,4
A.G.Rua Sistemas Ltda - Epp,A.G.Rua Sistemas Ltda - Epp,03.054.272/0001-62,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,3/10/1999,Não informado,Não informado,Não informado,Campina Grande,PB,Catolé,58.410-340,Rua Vigario Calixto,S/N,"Rua Vigario Calixto, Campina Grande - PB",-7.243378,-35.8791049,4
Web MÓdulos Pb ServiÇos De Tecnologia Ltda. - Epp,Web MÓdulos Pb ServiÇos De Tecnologia Ltda. - Epp,22.816.674/0001-00,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/9/2015,Não informado,Não informado,Não informado,João Pessoa,PB,Centro,58.013-440,Avenida Francisca Moura,S/N,"Avenida Francisca Moura, João Pessoa - PB",-7.1249567,-34.876649,2
Pragmatismo Comunicacoes E Servicos De Internet Ltda - Epp,Pragmatismo Comunicacoes E Servicos De Internet Ltda - Epp,19.854.158/0001-57,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/11/2014,Não informado,Não informado,Não informado,João Pessoa,PB,Manaíra,58.038-281,Avenida Esperanca,S/N,"Avenida Esperanca, João Pessoa - PB",-7.1059664,-34.8336358,4
Qualitare Agencia De Internet Ltda - Epp,Qualitare Agencia De Internet Ltda - Epp,08.512.470/0001-46,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,11/12/2006,Não informado,Não informado,Não informado,João Pessoa,PB,Tambauzinho,58.042-110,Avenida Vandik Pinto Filgueiras,S/N,"Avenida Vandik Pinto Filgueiras, João Pessoa - PB",-7.1228489,-34.8411082,4
Heva - Gestao E Tecnologia Ltda - Epp,Heva - Gestao E Tecnologia Ltda - Epp,08.627.015/0001-96,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,2/5/2007,Não informado,Não informado,Não informado,João Pessoa,PB,Centro,58.020-544,Praça Jo]ao Pessoa,S/N,"Praça Jo]ao Pessoa, João Pessoa - PB",-7.1211511,-34.8837067,4
Escorel Tecnologia Da Informacao Ltda - Epp,Escorel Tecnologia Da Informacao Ltda - Epp,11.334.107/0001-92,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,17/11/2009,Não informado,Não informado,Não informado,Campina Grande,PB,Jardim Paulistano,58.415-300,Rua Pedro Otavio De Farias Leite,S/N,"Rua Pedro Otavio De Farias Leite, Campina Grande - PB",-7.2449416,-35.8926445,4
Wla Services,Wla Servicos De Tecnologia Da Informacao Ltda - Epp,22.219.944/0001-97,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,4/9/2015,Não informado,(83) 3236-2299,Não informado,Lucena,PB,Fagundes,58.315-000,Rua Macom Francisco Alves Santos,220,"Rua Macom Francisco Alves Santos, Lucena - PB",-6.9478756,-34.8650937,4
Associacao Nacional Para Inclusao Digital-Anid,Associacao Nacional Para Inclusao Digital-Anid,09.194.914/0001-05,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Associação Privada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,13/11/2007,"Percival Henriques De Souza Neto, Joao Bosco Da Costa, Valdemir Cesar Da Silva",(83) 3042-5793,vivianefleite@gmail.com,João Pessoa,PB,Bairro dos Estados,58.030-330,Avenida Piaui,207,"Avenida Piaui, João Pessoa - PB",-7.1150591,-34.8533478,4
Redesoft Sistemas,Robson De Oliveira Benedito - Epp,05.017.821/0001-54,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 49,4/10/2002,Não informado,(83) 8872-9642,robson@redesoft.com.br,João Pessoa,PB,Torre,58.040-068,Rua Silvio Almeida,739,"Rua Silvio Almeida, João Pessoa - PB",-7.1225454,-34.8532944,4
Informy Tecnologia,Informy Suporte Em Tecnologia Eireli - Epp,14.561.349/0001-07,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,"R$180,000.00",Não informado,31/10/2011,Maria Rita Duarte Cabral,(83) 8856-8996,contato@informy.com.br,Campina Grande,PB,São José,58.400-362,Rua Veterinario Americo Braga,33,"Rua Veterinario Americo Braga, Campina Grande - PB",-7.223432,-35.89099,2
Logon Servicos E Comercio Ltda - Epp,Logon Servicos E Comercio Ltda - Epp,02.389.614/0001-32,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,: 04/03/1998,Não informado,Não informado,Não informado,João Pessoa,PB,Centro,58.013-000,Avenida Almirante Barroso,S/N,"Avenida Almirante Barroso, João Pessoa - PB",-7.1204049,-34.8736075,4
I.T. Information Technology Comercio E Servicos De Informatica Ltda - Epp,I.T. Information Technology Comercio E Servicos De Informatica Ltda - Epp,12.231.378/0001-85,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,7/14/2010,Não informado,Não informado,Não informado,João Pessoa,PB,Centro,58.013-010,1817,S/N,"1817, João Pessoa - PB",-7.1206269,-34.8832011,4
Moriah Consultoria Ltda - Epp,Moriah Consultoria Ltda - Epp,11.042.557/0001-01,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,8/10/2009,Não informado,Não informado,Não informado,João Pessoa,PB,Tambau,58.039-000,Avenida Epitacio Pessoa,S/N,"Avenida Epitacio Pessoa, João Pessoa - PB",-7.1196999,-34.8471031,4
Gtr Assessoria Empresarial Ltda - Epp,Gtr Assessoria Empresarial Ltda - Epp,00.125.635/0001-15,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/28/1994,Não informado,Não informado,Não informado,João Pessoa,PB,Bessa,58.037-050,Avenida Fernando Luiz Henrique,S/N,"Avenida Fernando Luiz Henrique, João Pessoa - PB",-7.0849425,-34.8343261,4
Triade Analise De Sistemas Ltda - Epp,Triade Analise De Sistemas Ltda - Epp,70.118.112/0001-27,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,6/1/1994,Não informado,Não informado,Não informado,João Pessoa,PB,Tambauzinho,58.042-110,Rua Vandik Pinto Filgueiras,S/N,"Rua Vandik Pinto Filgueiras, João Pessoa - PB",-7.1228489,-34.8411082,4
"Essencial Solucoes Em Digitalizacao, Servicos E Consultoria Ltda - Epp","Essencial Solucoes Em Digitalizacao, Servicos E Consultoria Ltda - Epp",12.146.711/0001-58,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,: 09/06/2010,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.400-052,Avenida Getulio Vargas,S/N,"Avenida Getulio Vargas, Campina Grande - PB",-7.2178311,-35.8913142,4
Rede Facil,Rede Facil Servicos Limitada - Epp,07.246.998/0001-58,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/4/2005,Não informado,(83) 3531-1993,celismorais@yahoo.com.br,Cajazeiras,PB,Centro,58.900-000,Avenida Presidente Joao Pessoa,57,"Avenida Presidente Joao Pessoa, Cajazeiras - PB",-6.8877249,-38.5625031,4
Vertex Tecnologia Ltda. - Epp,Vertex Tecnologia Ltda. - Epp,16.988.199/0001-48,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,9/24/2012,Não informado,Não informado,Não informado,João Pessoa,PB,Valentina de Figueiredo,58.064-360,Rua Emilia Mendonca Gomes,S/N,"Rua Emilia Mendonca Gomes, João Pessoa - PB",-7.2024866,-34.8434025,4
Tinus Informatica Ltda - Epp,Tinus Informatica Ltda - Epp,35.408.525/0001-45,SERVIÇOS,Atividades de Serviços de Tecnologia da informação e prestação de serviços de informática TI,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,6/28/1990,Não informado,(83) 3333-3333,Não informado,Cabedelo,PB,Renascer,58.108-012,Rodovia Br-230,11034,"Rodovia Br-230, Cabedelo - PB",-7.0395875,-34.8446341,4
Unimed Norte/Nordeste,Unimed Norte Nordeste-Federacao Interfederativa Das Sociedades Cooperativas De Trabalho Medico,09.237.009/0001-95,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Cooperativa,Grande,Acima de R$90 M,"R$3,911,514.00",100 à 249,9/15/1977,"Reginaldo Tavares De Albuquerque, Darival Bringel De Olinda, Vicente Justiniano Barbosa Neto, Robson Jorge De Lima",(83) 3048-2500,secretaria@unimed-nne.com.br,João Pessoa,PB,Mangabeira,58.055-000,Avenida Josefa Taveira,53,"Avenida Josefa Taveira, João Pessoa - PB",-7.1727392,-34.8398878,4
Lummertz Factoring,Futura - Sociedade De Fomento Mercantil Ltda,40.982.480/0001-58,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,"R$1,064,832.00",até 4,5/1/1992,"Fabio Bauermann Lummertz, Fabio Bauermann Lummertz Filho",(83) 98809-7007,f.scm@hotmail.com,João Pessoa,PB,Mangabeira,58.055-001,Avenida Josefa Taveira,643,"Avenida Josefa Taveira, João Pessoa - PB",-7.1727392,-34.8398878,4
Interdental Odontologia Integrada Ltda,Interdental Odontologia Integrada Ltda,01.081.419/0001-88,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/8/1996,"Gustavo Dantas Lima Lacerda, Juliana Lacerda Dias, Ana Helena Davila Lins Lacerda, Cleunaldo Clementino Palitot Segundo, Renata Martins Raposo De Alencar",(08) 3244-3550,Não informado,João Pessoa,PB,Bairro dos Estados,58.030-000,Avenida Piaui,57,"Avenida Piaui, João Pessoa - PB",-7.1150591,-34.8533478,4
Unidentis,Unidentis Assistencia Odontologica Ltda,04.222.989/0001-39,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,"R$700,026.00",20 à 49,1/9/2001,"Patricia Borges Rodrigues Do Amaral, Gustavo Castro Do Amaral",(83) 3243-2553,jvporto@openline.com.br,João Pessoa,PB,Centro,58.013-260,Rua Coralio Soares De Oliveira,433,"Rua Coralio Soares De Oliveira, João Pessoa - PB",-7.1204514,-34.8741367,4
Dsd - Cadastro E Informacoes Ltda - Epp,Dsd - Cadastro E Informacoes Ltda - Epp,14.702.643/0001-91,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,9/19/2011,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.400-290,Rua Treze De Maio,S/N,"Rua Treze De Maio, Campina Grande - PB",-7.2210479,-35.8856038,4
Cristianne Tavares Da Cunha Melo - Epp,Cristianne Tavares Da Cunha Melo - Epp,04.333.540/0001-48,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/5/2001,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.100-001,Avenida Floriano Peixoto,S/N,"Avenida Floriano Peixoto, Campina Grande - PB",-7.2285547,-35.9036625,4
Adir Batista Administradora E Servicos Eireli - Epp,Adir Batista Administradora E Servicos Eireli - Epp,19.679.917/0001-92,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,2/7/2014,Não informado,Não informado,Não informado,João Pessoa,PB,Cabo Branco,58.045-010,Avenida Cabo Branco,S/N,"Avenida Cabo Branco, João Pessoa - PB",-7.1399053,-34.8166105,4
Sm Servicos Multiplos Ltda - Epp,Sm Servicos Multiplos Ltda - Epp,14.261.992/0001-15,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,9/8/2011,Não informado,Não informado,Não informado,João Pessoa,PB,Varadouro,58.010-450,Rua Gama E Melo,S/N,"Rua Gama E Melo, João Pessoa - PB",-7.115565,-34.8882274,4
Jm Servicos E Recebimentos Financeiros,Jose Marcus Melo Da Silva - Epp,16.624.085/0001-19,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,8/2/2012,Não informado,(83) 8600-0310,sanneydethamires@hotmail.com,Bayeux,PB,Centro,58.306-001,Avenida Liberdade,3287,"Avenida Liberdade, Bayeux - PB",-7.1224175,-34.9145398,4
Cooprev,Coop De Econ E Cred Mutuo Dos Serv Do Inss Na Paraiba L,01.825.968/0001-10,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Cooperativa,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10  à 19,5/15/1997,"Alexandre Miranda Cruz Camelo Pessoa, Rita De Cassia Da Penha Rodrigues, Joao Bernardino De Assis Neto, Heloisa Helena De Menezes Maciel Guimaraes, Giovanni Da Costa Falcao, Maria Aparecida Mouzinho Tenorio",(83) 3513-5358,cooprev-pb@sicoobne.com.br,João Pessoa,PB,Centro,58.010-820,Rua Duque De Caixas,260,"Rua Duque De Caixas, João Pessoa - PB",-7.1192533,-34.8839499,4
Atrium Administradora E Corretora De Seguros Ltda - Epp,Atrium Administradora E Corretora De Seguros Ltda - Epp,41.121.724/0001-70,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,8/1/1992,"Marcilio Otavio Nascimento Filho, Alessandra Benevides Silva Nascimento",(083) 2212-123,Não informado,João Pessoa,PB,Centro,58.013-000,Avenida Almirante Barroso,438,"Avenida Almirante Barroso, João Pessoa - PB",-7.1204049,-34.8736075,4
Comseder Cooperativa De Assistencia Medica Dos Servidores Da Suplan E Do Der Ltda,Comseder Cooperativa De Assistencia Medica Dos Servidores Da Suplan E Do Der Ltda,70.094.578/0001-30,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Cooperativa,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,20 à 49,11/1/1993,Francisco Fernandes Lisboa,Não informado,Não informado,João Pessoa,PB,Centro,58.013-470,Avenida Maximiano Figueiredo,311,"Avenida Maximiano Figueiredo, João Pessoa - PB",-7.1225864,-34.8719931,4
Rua S Corretora De Seguros E Representacoes Ltda - Epp,Rua S Corretora De Seguros E Representacoes Ltda - Epp,40.964.272/0001-26,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,12/1/1991,"Roberto Luiz Pimentel Costa Junior, Roberto Luiz Pimentel Costa",(83) 3513-8140,j.fernando@hs24.com.br,João Pessoa,PB,Bairro dos Estados,58.028-070,Rua Coronel Manoel Henrique De Sa Filho,45,"Rua Coronel Manoel Henrique De Sa Filho, João Pessoa - PB",-7.1104297,-34.8565087,4
Cabo Branco Seguros,Cabo Branco Administracao E Corretagem De Seguros Ltda - Epp,40.966.830/0001-92,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,"R$25,000.00",até 4,1/1/1992,"Aristides Madureira Barros Filho, Priscyla Goncalves De Sa Lima Cordao",(83) 3244-7001,Não informado,João Pessoa,PB,Bairro dos Estados,58.030-000,Avenida Epitacio Pessoa,475,"Avenida Epitacio Pessoa, João Pessoa - PB",-7.1196999,-34.8471031,4
Go Up Agente Autonomo De Investimentos Eireli - Epp,Go Up Agente Autonomo De Investimentos Eireli - Epp,10.875.775/0001-64,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,"R$88,000.00",Não informado,6/5/2009,Jose Walter Forte Neto,(83) 8814-8800,joacijunior68@gmail.com,João Pessoa,PB,Bairro dos Estados,58.030-090,Avenida Minas Gerais,534,"Avenida Minas Gerais, João Pessoa - PB",-7.1145348,-34.8553378,4
Jas Servicos De Franchising,"Jas ServiÇos, AdministraÇÃo De Franchising E Holdings Ltda - Epp",22.724.754/0001-27,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,"R$50,000.00",Não informado,6/25/2015,"Jose Adelmano Alves Da Silva, Willermano Pereira Silva",(83) 8806-6736,Não informado,João Pessoa,PB,Manaíra,58.038-381,Avenida Sape,1221,"Avenida Sape, João Pessoa - PB",-7.1064211,-34.8358147,4
Cooperativa De Economia E Credito Mutuo Dos Servidores Publicos Estaduais Da Paraiba Creds Ltda,Cooperativa De Economia E Credito Mutuo Dos Servidores Publicos Estaduais Da Paraiba Creds Ltda,03.373.150/0001-39,SERVIÇOS,"Atividades de serviços financeiros, previdência, seguros, resseguros e planos de saúde",Cooperativa,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,9/2/1999,"Antonio Fernando De Lemos Coutinho, Guilherme Marconi Leite Matos, Hermani Felinto De Brito, Anderson Da Silva Goncalves, Durval Antonio De Araujo, Marcelo Damasceno Ferreira",(83) 3244-1208,creds-pb@sicoobne.com.br,João Pessoa,PB,Torre,58.040-000,Avenida Epitacio Pessoa,1024,"Avenida Epitacio Pessoa, João Pessoa - PB",-7.1196999,-34.8471031,4
